No,Tahun,Kode_Wilayah,Provinsi,Kabupaten_Kota,Kelompok_Bahan_Pangan,Konsumsi_Pangan
6790,2024,5304,Nusa Tenggara Timur,Belu,Kacang-kacangan,8.23
6783,2024,5304,Nusa Tenggara Timur,Belu,Minyak dan Lemak,8.6
6767,2024,5304,Nusa Tenggara Timur,Belu,Padi-Padian,130.06
6777,2024,5304,Nusa Tenggara Timur,Belu,Pangan Hewani,27.42
6798,2024,5304,Nusa Tenggara Timur,Belu,Sayur dan Buah,73.49
6771,2024,5304,Nusa Tenggara Timur,Belu,Umbi-umbian,7.56
12805,2024,1117,Aceh,Bener Meriah,Buah/Biji Berminyak,1.49
12813,2024,1117,Aceh,Bener Meriah,Gula,8.47
12808,2024,1117,Aceh,Bener Meriah,Kacang-kacangan,9.32
12801,2024,1117,Aceh,Bener Meriah,Minyak dan Lemak,12.34
12785,2024,1117,Aceh,Bener Meriah,Padi-Padian,131.79
12795,2024,1117,Aceh,Bener Meriah,Pangan Hewani,62.4
12816,2024,1117,Aceh,Bener Meriah,Sayur dan Buah,135.34
12789,2024,1117,Aceh,Bener Meriah,Umbi-umbian,17.33
15049,2024,1403,Riau,Bengkalis,Buah/Biji Berminyak,3.58
15057,2024,1403,Riau,Bengkalis,Gula,7.78
15052,2024,1403,Riau,Bengkalis,Kacang-kacangan,7.1
15045,2024,1403,Riau,Bengkalis,Minyak dan Lemak,13.45
15029,2024,1403,Riau,Bengkalis,Padi-Padian,104.1
15039,2024,1403,Riau,Bengkalis,Pangan Hewani,64.31
15060,2024,1403,Riau,Bengkalis,Sayur dan Buah,78.02
15033,2024,1403,Riau,Bengkalis,Umbi-umbian,18.33
4407,2024,6107,Kalimantan Barat,Bengkayang,Buah/Biji Berminyak,0.4
4415,2024,6107,Kalimantan Barat,Bengkayang,Gula,8.2
4410,2024,6107,Kalimantan Barat,Bengkayang,Kacang-kacangan,5.51
4403,2024,6107,Kalimantan Barat,Bengkayang,Minyak dan Lemak,9.09
4387,2024,6107,Kalimantan Barat,Bengkayang,Padi-Padian,113.33
4397,2024,6107,Kalimantan Barat,Bengkayang,Pangan Hewani,48.01
4418,2024,6107,Kalimantan Barat,Bengkayang,Sayur dan Buah,80.21
4391,2024,6107,Kalimantan Barat,Bengkayang,Umbi-umbian,10.7
16171,2024,1701,Bengkulu,Bengkulu Selatan,Buah/Biji Berminyak,9.11
16179,2024,1701,Bengkulu,Bengkulu Selatan,Gula,4.31
16174,2024,1701,Bengkulu,Bengkulu Selatan,Kacang-kacangan,6.72
16167,2024,1701,Bengkulu,Bengkulu Selatan,Minyak dan Lemak,8.21
16151,2024,1701,Bengkulu,Bengkulu Selatan,Padi-Padian,112.26
16161,2024,1701,Bengkulu,Bengkulu Selatan,Pangan Hewani,49.55
16182,2024,1701,Bengkulu,Bengkulu Selatan,Sayur dan Buah,99.67
16155,2024,1701,Bengkulu,Bengkulu Selatan,Umbi-umbian,9.51
16443,2024,1709,Bengkulu,Bengkulu Tengah,Buah/Biji Berminyak,3.5
16451,2024,1709,Bengkulu,Bengkulu Tengah,Gula,6.65
16446,2024,1709,Bengkulu,Bengkulu Tengah,Kacang-kacangan,6.2
16439,2024,1709,Bengkulu,Bengkulu Tengah,Minyak dan Lemak,11.93
16423,2024,1709,Bengkulu,Bengkulu Tengah,Padi-Padian,113.84
16433,2024,1709,Bengkulu,Bengkulu Tengah,Pangan Hewani,49.38
16454,2024,1709,Bengkulu,Bengkulu Tengah,Sayur dan Buah,100.85
16427,2024,1709,Bengkulu,Bengkulu Tengah,Umbi-umbian,17.89
16239,2024,1703,Bengkulu,Bengkulu Utara,Buah/Biji Berminyak,2.28
16247,2024,1703,Bengkulu,Bengkulu Utara,Gula,6.89
16242,2024,1703,Bengkulu,Bengkulu Utara,Kacang-kacangan,7.65
16235,2024,1703,Bengkulu,Bengkulu Utara,Minyak dan Lemak,11.46
16219,2024,1703,Bengkulu,Bengkulu Utara,Padi-Padian,113.7
16229,2024,1703,Bengkulu,Bengkulu Utara,Pangan Hewani,41.45
16250,2024,1703,Bengkulu,Bengkulu Utara,Sayur dan Buah,108.2
16223,2024,1703,Bengkulu,Bengkulu Utara,Umbi-umbian,15.79
5903,2024,6403,Kalimantan Timur,Berau,Buah/Biji Berminyak,0.49
5911,2024,6403,Kalimantan Timur,Berau,Gula,7.03
5906,2024,6403,Kalimantan Timur,Berau,Kacang-kacangan,6.83
5899,2024,6403,Kalimantan Timur,Berau,Minyak dan Lemak,10.88
5883,2024,6403,Kalimantan Timur,Berau,Padi-Padian,101.83
5893,2024,6403,Kalimantan Timur,Berau,Pangan Hewani,58.75
5914,2024,6403,Kalimantan Timur,Berau,Sayur dan Buah,75.47
5887,2024,6403,Kalimantan Timur,Berau,Umbi-umbian,9.92
11445,2024,9106,Papua,Biak Numfor,Buah/Biji Berminyak,0.81
11453,2024,9106,Papua,Biak Numfor,Gula,5.96
11448,2024,9106,Papua,Biak Numfor,Kacang-kacangan,4.07
11441,2024,9106,Papua,Biak Numfor,Minyak dan Lemak,10.26
11425,2024,9106,Papua,Biak Numfor,Padi-Padian,87
11435,2024,9106,Papua,Biak Numfor,Pangan Hewani,48.43
11456,2024,9106,Papua,Biak Numfor,Sayur dan Buah,63.73
11429,2024,9106,Papua,Biak Numfor,Umbi-umbian,28.6
6447,2024,5206,Nusa Tenggara Barat,Bima Ka,Buah/Biji Berminyak,0.85
6455,2024,5206,Nusa Tenggara Barat,Bima Ka,Gula,4.36
6450,2024,5206,Nusa Tenggara Barat,Bima Ka,Kacang-kacangan,3.98
6443,2024,5206,Nusa Tenggara Barat,Bima Ka,Minyak dan Lemak,6.12
6427,2024,5206,Nusa Tenggara Barat,Bima Ka,Padi-Padian,126.96
6437,2024,5206,Nusa Tenggara Barat,Bima Ka,Pangan Hewani,56.61
6458,2024,5206,Nusa Tenggara Barat,Bima Ka,Sayur dan Buah,69.18
6431,2024,5206,Nusa Tenggara Barat,Bima Ka,Umbi-umbian,5.22
17293,2024,2101,Kepulauan Riau,Bintan,Buah/Biji Berminyak,1.38
17301,2024,2101,Kepulauan Riau,Bintan,Gula,8.08
17296,2024,2101,Kepulauan Riau,Bintan,Kacang-kacangan,7.99
17289,2024,2101,Kepulauan Riau,Bintan,Minyak dan Lemak,12.48
17273,2024,2101,Kepulauan Riau,Bintan,Padi-Padian,96.19
17283,2024,2101,Kepulauan Riau,Bintan,Pangan Hewani,63.67
17304,2024,2101,Kepulauan Riau,Bintan,Sayur dan Buah,76.52
17277,2024,2101,Kepulauan Riau,Bintan,Umbi-umbian,16.02
12567,2024,1111,Aceh,Bireuem,Buah/Biji Berminyak,2.92
12575,2024,1111,Aceh,Bireuem,Gula,5.38
12570,2024,1111,Aceh,Bireuem,Kacang-kacangan,4.99
12563,2024,1111,Aceh,Bireuem,Minyak dan Lemak,7.92
12547,2024,1111,Aceh,Bireuem,Padi-Padian,109.56
12557,2024,1111,Aceh,Bireuem,Pangan Hewani,51.55
12578,2024,1111,Aceh,Bireuem,Sayur dan Buah,69.15
12551,2024,1111,Aceh,Bireuem,Umbi-umbian,7.73
2639,2024,3505,Jawa Timur,Blitar Ka,Buah/Biji Berminyak,5.38
2647,2024,3505,Jawa Timur,Blitar Ka,Gula,6.76
2642,2024,3505,Jawa Timur,Blitar Ka,Kacang-kacangan,11.17
2635,2024,3505,Jawa Timur,Blitar Ka,Minyak dan Lemak,9.75
2619,2024,3505,Jawa Timur,Blitar Ka,Padi-Padian,97.3
2629,2024,3505,Jawa Timur,Blitar Ka,Pangan Hewani,31.81
2650,2024,3505,Jawa Timur,Blitar Ka,Sayur dan Buah,112.86
2623,2024,3505,Jawa Timur,Blitar Ka,Umbi-umbian,19.93
1653,2024,3316,Jawa Tengah,Blora,Buah/Biji Berminyak,1.39
1661,2024,3316,Jawa Tengah,Blora,Gula,4.42
1656,2024,3316,Jawa Tengah,Blora,Kacang-kacangan,9.97
1649,2024,3316,Jawa Tengah,Blora,Minyak dan Lemak,9.26
1633,2024,3316,Jawa Tengah,Blora,Padi-Padian,110.69
1643,2024,3316,Jawa Tengah,Blora,Pangan Hewani,29.67
1664,2024,3316,Jawa Tengah,Blora,Sayur dan Buah,82.51
1637,2024,3316,Jawa Tengah,Blora,Umbi-umbian,6.1
9711,2024,7502,Gorontalo,Boalemo,Buah/Biji Berminyak,2.77
9719,2024,7502,Gorontalo,Boalemo,Gula,6.11
9714,2024,7502,Gorontalo,Boalemo,Kacang-kacangan,4.88
9707,2024,7502,Gorontalo,Boalemo,Minyak dan Lemak,11.98
9691,2024,7502,Gorontalo,Boalemo,Padi-Padian,134.06
9701,2024,7502,Gorontalo,Boalemo,Pangan Hewani,41.08
9722,2024,7502,Gorontalo,Boalemo,Sayur dan Buah,96.92
9695,2024,7502,Gorontalo,Boalemo,Umbi-umbian,9.27
225,2024,3201,Jawa Barat,Bogor Ka,Buah/Biji Berminyak,0.35
233,2024,3201,Jawa Barat,Bogor Ka,Gula,3.65
228,2024,3201,Jawa Barat,Bogor Ka,Kacang-kacangan,12.24
221,2024,3201,Jawa Barat,Bogor Ka,Minyak dan Lemak,10.35
205,2024,3201,Jawa Barat,Bogor Ka,Padi-Padian,107.24
215,2024,3201,Jawa Barat,Bogor Ka,Pangan Hewani,38.72
236,2024,3201,Jawa Barat,Bogor Ka,Sayur dan Buah,77.73
209,2024,3201,Jawa Barat,Bogor Ka,Umbi-umbian,13.56
3217,2024,3522,Jawa Timur,Bojonegoro,Buah/Biji Berminyak,2.02
3225,2024,3522,Jawa Timur,Bojonegoro,Gula,5.92
3220,2024,3522,Jawa Timur,Bojonegoro,Kacang-kacangan,10.64
3213,2024,3522,Jawa Timur,Bojonegoro,Minyak dan Lemak,10.73
3197,2024,3522,Jawa Timur,Bojonegoro,Padi-Padian,109.43
3207,2024,3522,Jawa Timur,Bojonegoro,Pangan Hewani,33.13
3228,2024,3522,Jawa Timur,Bojonegoro,Sayur dan Buah,89.82
3201,2024,3522,Jawa Timur,Bojonegoro,Umbi-umbian,12.75
7365,2024,7101,Sulawesi Utara,Bolaang Mongondow,Buah/Biji Berminyak,2.12
7373,2024,7101,Sulawesi Utara,Bolaang Mongondow,Gula,6.76
7368,2024,7101,Sulawesi Utara,Bolaang Mongondow,Kacang-kacangan,6.71
7361,2024,7101,Sulawesi Utara,Bolaang Mongondow,Minyak dan Lemak,11.16
7345,2024,7101,Sulawesi Utara,Bolaang Mongondow,Padi-Padian,120.8
7355,2024,7101,Sulawesi Utara,Bolaang Mongondow,Pangan Hewani,50.24
7376,2024,7101,Sulawesi Utara,Bolaang Mongondow,Sayur dan Buah,112.35
7349,2024,7101,Sulawesi Utara,Bolaang Mongondow,Umbi-umbian,12.19
7671,2024,7111,Sulawesi Utara,Bolaang Mongondow Selatan,Buah/Biji Berminyak,1.6
7679,2024,7111,Sulawesi Utara,Bolaang Mongondow Selatan,Gula,7.08
7674,2024,7111,Sulawesi Utara,Bolaang Mongondow Selatan,Kacang-kacangan,3.92
7667,2024,7111,Sulawesi Utara,Bolaang Mongondow Selatan,Minyak dan Lemak,11.12
7651,2024,7111,Sulawesi Utara,Bolaang Mongondow Selatan,Padi-Padian,118.31
7661,2024,7111,Sulawesi Utara,Bolaang Mongondow Selatan,Pangan Hewani,47.84
7682,2024,7111,Sulawesi Utara,Bolaang Mongondow Selatan,Sayur dan Buah,81.14
7655,2024,7111,Sulawesi Utara,Bolaang Mongondow Selatan,Umbi-umbian,7.64
7705,2024,7110,Sulawesi Utara,Bolaang Mongondow Timur,Buah/Biji Berminyak,1.4
7713,2024,7110,Sulawesi Utara,Bolaang Mongondow Timur,Gula,7.3
7708,2024,7110,Sulawesi Utara,Bolaang Mongondow Timur,Kacang-kacangan,5.31
7701,2024,7110,Sulawesi Utara,Bolaang Mongondow Timur,Minyak dan Lemak,11.36
7685,2024,7110,Sulawesi Utara,Bolaang Mongondow Timur,Padi-Padian,118.02
7695,2024,7110,Sulawesi Utara,Bolaang Mongondow Timur,Pangan Hewani,45.09
7716,2024,7110,Sulawesi Utara,Bolaang Mongondow Timur,Sayur dan Buah,97.33
7689,2024,7110,Sulawesi Utara,Bolaang Mongondow Timur,Umbi-umbian,8.24
7569,2024,7108,Sulawesi Utara,Bolaang Mongondow Utara,Buah/Biji Berminyak,2.32
7577,2024,7108,Sulawesi Utara,Bolaang Mongondow Utara,Gula,7.37
7572,2024,7108,Sulawesi Utara,Bolaang Mongondow Utara,Kacang-kacangan,3.95
7565,2024,7108,Sulawesi Utara,Bolaang Mongondow Utara,Minyak dan Lemak,8.99
7549,2024,7108,Sulawesi Utara,Bolaang Mongondow Utara,Padi-Padian,112.83
7559,2024,7108,Sulawesi Utara,Bolaang Mongondow Utara,Pangan Hewani,44.67
7580,2024,7108,Sulawesi Utara,Bolaang Mongondow Utara,Sayur dan Buah,81.02
7553,2024,7108,Sulawesi Utara,Bolaang Mongondow Utara,Umbi-umbian,9.98
9303,2024,7406,Sulawesi Tenggara,Bombana,Buah/Biji Berminyak,1.07
9311,2024,7406,Sulawesi Tenggara,Bombana,Gula,7.14
9306,2024,7406,Sulawesi Tenggara,Bombana,Kacang-kacangan,3.36
9299,2024,7406,Sulawesi Tenggara,Bombana,Minyak dan Lemak,7.69
9283,2024,7406,Sulawesi Tenggara,Bombana,Padi-Padian,132.27
9293,2024,7406,Sulawesi Tenggara,Bombana,Pangan Hewani,56.48
9314,2024,7406,Sulawesi Tenggara,Bombana,Sayur dan Buah,84.77
9287,2024,7406,Sulawesi Tenggara,Bombana,Umbi-umbian,6.21
2843,2024,3511,Jawa Timur,Bondowoso,Buah/Biji Berminyak,0.41
2851,2024,3511,Jawa Timur,Bondowoso,Gula,5.86
2846,2024,3511,Jawa Timur,Bondowoso,Kacang-kacangan,15.64
2839,2024,3511,Jawa Timur,Bondowoso,Minyak dan Lemak,9.63
2823,2024,3511,Jawa Timur,Bondowoso,Padi-Padian,121.76
2833,2024,3511,Jawa Timur,Bondowoso,Pangan Hewani,38.05
2854,2024,3511,Jawa Timur,Bondowoso,Sayur dan Buah,83.32
2827,2024,3511,Jawa Timur,Bondowoso,Umbi-umbian,12.82
8657,2024,7308,Sulawesi Selatan,Bone,Buah/Biji Berminyak,1.21
8665,2024,7308,Sulawesi Selatan,Bone,Gula,6.9
8660,2024,7308,Sulawesi Selatan,Bone,Kacang-kacangan,5.01
8653,2024,7308,Sulawesi Selatan,Bone,Minyak dan Lemak,8.1
8637,2024,7308,Sulawesi Selatan,Bone,Padi-Padian,116.74
8647,2024,7308,Sulawesi Selatan,Bone,Pangan Hewani,43.26
8668,2024,7308,Sulawesi Selatan,Bone,Sayur dan Buah,65.48
8641,2024,7308,Sulawesi Selatan,Bone,Umbi-umbian,5.27
9813,2024,7503,Gorontalo,Bone Bolango,Buah/Biji Berminyak,0.98
9821,2024,7503,Gorontalo,Bone Bolango,Gula,4.62
9816,2024,7503,Gorontalo,Bone Bolango,Kacang-kacangan,6.29
9809,2024,7503,Gorontalo,Bone Bolango,Minyak dan Lemak,11.82
9793,2024,7503,Gorontalo,Bone Bolango,Padi-Padian,115.64
9803,2024,7503,Gorontalo,Bone Bolango,Pangan Hewani,44.99
9824,2024,7503,Gorontalo,Bone Bolango,Sayur dan Buah,76.38
9797,2024,7503,Gorontalo,Bone Bolango,Umbi-umbian,6.87
11581,2024,9116,Papua Selatan,Boven Digoel,Buah/Biji Berminyak,0.31
11589,2024,9116,Papua Selatan,Boven Digoel,Gula,4.29
11584,2024,9116,Papua Selatan,Boven Digoel,Kacang-kacangan,3.21
11577,2024,9116,Papua Selatan,Boven Digoel,Minyak dan Lemak,8.84
11561,2024,9116,Papua Selatan,Boven Digoel,Padi-Padian,65.35
11571,2024,9116,Papua Selatan,Boven Digoel,Pangan Hewani,51.56
11592,2024,9116,Papua Selatan,Boven Digoel,Sayur dan Buah,80.68
11565,2024,9116,Papua Selatan,Boven Digoel,Umbi-umbian,47.43
1415,2024,3309,Jawa Tengah,Boyolali,Buah/Biji Berminyak,1.2
1423,2024,3309,Jawa Tengah,Boyolali,Gula,9.32
1418,2024,3309,Jawa Tengah,Boyolali,Kacang-kacangan,11.63
1411,2024,3309,Jawa Tengah,Boyolali,Minyak dan Lemak,9.74
1395,2024,3309,Jawa Tengah,Boyolali,Padi-Padian,93.12
1405,2024,3309,Jawa Tengah,Boyolali,Pangan Hewani,31.75
1426,2024,3309,Jawa Tengah,Boyolali,Sayur dan Buah,88.46
1399,2024,3309,Jawa Tengah,Boyolali,Umbi-umbian,14.53
2095,2024,3329,Jawa Tengah,Brebes,Buah/Biji Berminyak,0.65
2103,2024,3329,Jawa Tengah,Brebes,Gula,3.72
2098,2024,3329,Jawa Tengah,Brebes,Kacang-kacangan,11.43
2091,2024,3329,Jawa Tengah,Brebes,Minyak dan Lemak,8.15
2075,2024,3329,Jawa Tengah,Brebes,Padi-Padian,116.95
2085,2024,3329,Jawa Tengah,Brebes,Pangan Hewani,28.16
2106,2024,3329,Jawa Tengah,Brebes,Sayur dan Buah,79.2
2079,2024,3329,Jawa Tengah,Brebes,Umbi-umbian,9
4305,2024,5108,Bali,Buleleng,Buah/Biji Berminyak,1
4313,2024,5108,Bali,Buleleng,Gula,4.32
4308,2024,5108,Bali,Buleleng,Kacang-kacangan,7.42
4301,2024,5108,Bali,Buleleng,Minyak dan Lemak,10.48
4285,2024,5108,Bali,Buleleng,Padi-Padian,136.16
4295,2024,5108,Bali,Buleleng,Pangan Hewani,39.85
4316,2024,5108,Bali,Buleleng,Sayur dan Buah,94.22
4289,2024,5108,Bali,Buleleng,Umbi-umbian,11.64
8351,2024,7302,Sulawesi Selatan,Bulukumba,Buah/Biji Berminyak,1.85
8359,2024,7302,Sulawesi Selatan,Bulukumba,Gula,8.02
8354,2024,7302,Sulawesi Selatan,Bulukumba,Kacang-kacangan,7.21
8347,2024,7302,Sulawesi Selatan,Bulukumba,Minyak dan Lemak,8.16
8331,2024,7302,Sulawesi Selatan,Bulukumba,Padi-Padian,134.15
8341,2024,7302,Sulawesi Selatan,Bulukumba,Pangan Hewani,58.98
8362,2024,7302,Sulawesi Selatan,Bulukumba,Sayur dan Buah,135.37
8335,2024,7302,Sulawesi Selatan,Bulukumba,Umbi-umbian,9.95
6141,2024,6501,Kalimantan Utara,Bulungan,Buah/Biji Berminyak,0.39
6149,2024,6501,Kalimantan Utara,Bulungan,Gula,9.99
6144,2024,6501,Kalimantan Utara,Bulungan,Kacang-kacangan,8.14
6137,2024,6501,Kalimantan Utara,Bulungan,Minyak dan Lemak,10.05
6121,2024,6501,Kalimantan Utara,Bulungan,Padi-Padian,96.92
6131,2024,6501,Kalimantan Utara,Bulungan,Pangan Hewani,60.52
6152,2024,6501,Kalimantan Utara,Bulungan,Sayur dan Buah,83.05
6125,2024,6501,Kalimantan Utara,Bulungan,Umbi-umbian,11.51
15491,2024,1508,Jambi,Bungo,Buah/Biji Berminyak,1.77
15499,2024,1508,Jambi,Bungo,Gula,6.54
15494,2024,1508,Jambi,Bungo,Kacang-kacangan,7.31
15487,2024,1508,Jambi,Bungo,Minyak dan Lemak,12.83
15471,2024,1508,Jambi,Bungo,Padi-Padian,98.12
15481,2024,1508,Jambi,Bungo,Pangan Hewani,48.97
15502,2024,1508,Jambi,Bungo,Sayur dan Buah,147.32
15475,2024,1508,Jambi,Bungo,Umbi-umbian,12.68
8079,2024,7205,Sulawesi Tengah,Buol,Buah/Biji Berminyak,0.63
8087,2024,7205,Sulawesi Tengah,Buol,Gula,5.32
8082,2024,7205,Sulawesi Tengah,Buol,Kacang-kacangan,5.94
8075,2024,7205,Sulawesi Tengah,Buol,Minyak dan Lemak,7.69
8059,2024,7205,Sulawesi Tengah,Buol,Padi-Padian,104.88
8069,2024,7205,Sulawesi Tengah,Buol,Pangan Hewani,45.13
8090,2024,7205,Sulawesi Tengah,Buol,Sayur dan Buah,92.86
8063,2024,7205,Sulawesi Tengah,Buol,Umbi-umbian,10.99
10221,2024,8104,Maluku,Buru,Buah/Biji Berminyak,0.99
10229,2024,8104,Maluku,Buru,Gula,7.34
10224,2024,8104,Maluku,Buru,Kacang-kacangan,4.16
10217,2024,8104,Maluku,Buru,Minyak dan Lemak,9.2
10201,2024,8104,Maluku,Buru,Padi-Padian,106.59
10211,2024,8104,Maluku,Buru,Pangan Hewani,44.22
10232,2024,8104,Maluku,Buru,Sayur dan Buah,65.85
10205,2024,8104,Maluku,Buru,Umbi-umbian,13.74
10391,2024,8109,Maluku,Buru Selatan,Buah/Biji Berminyak,1.63
10399,2024,8109,Maluku,Buru Selatan,Gula,8.38
10394,2024,8109,Maluku,Buru Selatan,Kacang-kacangan,1.36
10387,2024,8109,Maluku,Buru Selatan,Minyak dan Lemak,7.04
10371,2024,8109,Maluku,Buru Selatan,Padi-Padian,85.4
10381,2024,8109,Maluku,Buru Selatan,Pangan Hewani,29.41
10402,2024,8109,Maluku,Buru Selatan,Sayur dan Buah,58.14
10375,2024,8109,Maluku,Buru Selatan,Umbi-umbian,48.77
9133,2024,7404,Sulawesi Tenggara,Buton,Buah/Biji Berminyak,2.19
9141,2024,7404,Sulawesi Tenggara,Buton,Gula,7.33
9136,2024,7404,Sulawesi Tenggara,Buton,Kacang-kacangan,5.53
9129,2024,7404,Sulawesi Tenggara,Buton,Minyak dan Lemak,7.84
9113,2024,7404,Sulawesi Tenggara,Buton,Padi-Padian,117.56
9123,2024,7404,Sulawesi Tenggara,Buton,Pangan Hewani,59.44
9144,2024,7404,Sulawesi Tenggara,Buton,Sayur dan Buah,90.93
9117,2024,7404,Sulawesi Tenggara,Buton,Umbi-umbian,12.7
9609,2024,7415,Sulawesi Tenggara,Buton Selatan,Buah/Biji Berminyak,0.75
9617,2024,7415,Sulawesi Tenggara,Buton Selatan,Gula,6.27
9612,2024,7415,Sulawesi Tenggara,Buton Selatan,Kacang-kacangan,5.37
9605,2024,7415,Sulawesi Tenggara,Buton Selatan,Minyak dan Lemak,7.68
9589,2024,7415,Sulawesi Tenggara,Buton Selatan,Padi-Padian,112.07
9599,2024,7415,Sulawesi Tenggara,Buton Selatan,Pangan Hewani,56.63
9620,2024,7415,Sulawesi Tenggara,Buton Selatan,Sayur dan Buah,99.38
9593,2024,7415,Sulawesi Tenggara,Buton Selatan,Umbi-umbian,21.74
9575,2024,7414,Sulawesi Tenggara,Buton Tengah,Buah/Biji Berminyak,0.14
9583,2024,7414,Sulawesi Tenggara,Buton Tengah,Gula,4.22
9578,2024,7414,Sulawesi Tenggara,Buton Tengah,Kacang-kacangan,4.83
9571,2024,7414,Sulawesi Tenggara,Buton Tengah,Minyak dan Lemak,4.37
9555,2024,7414,Sulawesi Tenggara,Buton Tengah,Padi-Padian,111.14
9565,2024,7414,Sulawesi Tenggara,Buton Tengah,Pangan Hewani,37.69
9586,2024,7414,Sulawesi Tenggara,Buton Tengah,Sayur dan Buah,65.94
9559,2024,7414,Sulawesi Tenggara,Buton Tengah,Umbi-umbian,6.3
9405,2024,7410,Sulawesi Tenggara,Buton Utara,Buah/Biji Berminyak,2.34
9413,2024,7410,Sulawesi Tenggara,Buton Utara,Gula,5.83
9408,2024,7410,Sulawesi Tenggara,Buton Utara,Kacang-kacangan,3.64
9401,2024,7410,Sulawesi Tenggara,Buton Utara,Minyak dan Lemak,6.65
9385,2024,7410,Sulawesi Tenggara,Buton Utara,Padi-Padian,129.32
9395,2024,7410,Sulawesi Tenggara,Buton Utara,Pangan Hewani,53.77
9416,2024,7410,Sulawesi Tenggara,Buton Utara,Sayur dan Buah,82.02
9389,2024,7410,Sulawesi Tenggara,Buton Utara,Umbi-umbian,10.95
429,2024,3207,Jawa Barat,Ciamis,Buah/Biji Berminyak,0.9
437,2024,3207,Jawa Barat,Ciamis,Gula,4.77
432,2024,3207,Jawa Barat,Ciamis,Kacang-kacangan,13
425,2024,3207,Jawa Barat,Ciamis,Minyak dan Lemak,9.77
409,2024,3207,Jawa Barat,Ciamis,Padi-Padian,117.09
419,2024,3207,Jawa Barat,Ciamis,Pangan Hewani,39.76
440,2024,3207,Jawa Barat,Ciamis,Sayur dan Buah,109.22
413,2024,3207,Jawa Barat,Ciamis,Umbi-umbian,24.68
293,2024,3203,Jawa Barat,Cianjur,Buah/Biji Berminyak,0.45
301,2024,3203,Jawa Barat,Cianjur,Gula,3.89
296,2024,3203,Jawa Barat,Cianjur,Kacang-kacangan,11.42
289,2024,3203,Jawa Barat,Cianjur,Minyak dan Lemak,10.07
273,2024,3203,Jawa Barat,Cianjur,Padi-Padian,124.64
283,2024,3203,Jawa Barat,Cianjur,Pangan Hewani,39.62
304,2024,3203,Jawa Barat,Cianjur,Sayur dan Buah,89.48
277,2024,3203,Jawa Barat,Cianjur,Umbi-umbian,16.15
1143,2024,3301,Jawa Tengah,Cilacap,Buah/Biji Berminyak,0.5
1151,2024,3301,Jawa Tengah,Cilacap,Gula,6.22
1146,2024,3301,Jawa Tengah,Cilacap,Kacang-kacangan,10.26
1139,2024,3301,Jawa Tengah,Cilacap,Minyak dan Lemak,11.02
1123,2024,3301,Jawa Tengah,Cilacap,Padi-Padian,105.1
1133,2024,3301,Jawa Tengah,Cilacap,Pangan Hewani,30.9
1154,2024,3301,Jawa Tengah,Cilacap,Sayur dan Buah,91.32
1127,2024,3301,Jawa Tengah,Cilacap,Umbi-umbian,10.24
497,2024,3209,Jawa Barat,Cirebon Ka,Buah/Biji Berminyak,0.33
505,2024,3209,Jawa Barat,Cirebon Ka,Gula,3.1
500,2024,3209,Jawa Barat,Cirebon Ka,Kacang-kacangan,14.72
493,2024,3209,Jawa Barat,Cirebon Ka,Minyak dan Lemak,8.64
477,2024,3209,Jawa Barat,Cirebon Ka,Padi-Padian,119.98
487,2024,3209,Jawa Barat,Cirebon Ka,Pangan Hewani,37.84
508,2024,3209,Jawa Barat,Cirebon Ka,Sayur dan Buah,81.61
481,2024,3209,Jawa Barat,Cirebon Ka,Umbi-umbian,7.9
13349,2024,1211,Sumatera Utara,Dairi,Buah/Biji Berminyak,2.57
13357,2024,1211,Sumatera Utara,Dairi,Gula,8.45
13352,2024,1211,Sumatera Utara,Dairi,Kacang-kacangan,6.46
13345,2024,1211,Sumatera Utara,Dairi,Minyak dan Lemak,9.24
13329,2024,1211,Sumatera Utara,Dairi,Padi-Padian,118.93
13339,2024,1211,Sumatera Utara,Dairi,Pangan Hewani,46.12
13360,2024,1211,Sumatera Utara,Dairi,Sayur dan Buah,89.46
13333,2024,1211,Sumatera Utara,Dairi,Umbi-umbian,10
12193,2024,9128,Papua Tengah,Deiyai,Buah/Biji Berminyak,0.04
12201,2024,9128,Papua Tengah,Deiyai,Gula,3.24
12196,2024,9128,Papua Tengah,Deiyai,Kacang-kacangan,5.32
12189,2024,9128,Papua Tengah,Deiyai,Minyak dan Lemak,12.55
12173,2024,9128,Papua Tengah,Deiyai,Padi-Padian,49.47
12183,2024,9128,Papua Tengah,Deiyai,Pangan Hewani,44.5
12204,2024,9128,Papua Tengah,Deiyai,Sayur dan Buah,72.15
12177,2024,9128,Papua Tengah,Deiyai,Umbi-umbian,67.38
13417,2024,1207,Sumatera Utara,Deli Serdang,Buah/Biji Berminyak,2.26
13425,2024,1207,Sumatera Utara,Deli Serdang,Gula,7.7
13420,2024,1207,Sumatera Utara,Deli Serdang,Kacang-kacangan,7.65
13413,2024,1207,Sumatera Utara,Deli Serdang,Minyak dan Lemak,12.08
13397,2024,1207,Sumatera Utara,Deli Serdang,Padi-Padian,103
13407,2024,1207,Sumatera Utara,Deli Serdang,Pangan Hewani,52.39
13428,2024,1207,Sumatera Utara,Deli Serdang,Sayur dan Buah,85.13
13401,2024,1207,Sumatera Utara,Deli Serdang,Umbi-umbian,13.09
1823,2024,3321,Jawa Tengah,Demak,Buah/Biji Berminyak,1.07
