No,Tahun,Kode_Wilayah,Provinsi,Kabupaten_Kota,Kelompok_Bahan_Pangan,Konsumsi_Pangan
2446,2024,3404,DI Yogyakarta,Sleman,Sayur dan Buah,99
2419,2024,3404,DI Yogyakarta,Sleman,Umbi-umbian,13.16
14233,2024,1302,Sumatera Barat,Solok Ka,Buah/Biji Berminyak,2.94
14241,2024,1302,Sumatera Barat,Solok Ka,Gula,7.49
14236,2024,1302,Sumatera Barat,Solok Ka,Kacang-kacangan,7.78
14229,2024,1302,Sumatera Barat,Solok Ka,Minyak dan Lemak,13.02
14213,2024,1302,Sumatera Barat,Solok Ka,Padi-Padian,120.99
14223,2024,1302,Sumatera Barat,Solok Ka,Pangan Hewani,38.34
14244,2024,1302,Sumatera Barat,Solok Ka,Sayur dan Buah,73.89
14217,2024,1302,Sumatera Barat,Solok Ka,Umbi-umbian,15.89
14471,2024,1311,Sumatera Barat,Solok Selatan,Buah/Biji Berminyak,4.13
14479,2024,1311,Sumatera Barat,Solok Selatan,Gula,8.68
14474,2024,1311,Sumatera Barat,Solok Selatan,Kacang-kacangan,7.41
14467,2024,1311,Sumatera Barat,Solok Selatan,Minyak dan Lemak,15.56
14451,2024,1311,Sumatera Barat,Solok Selatan,Padi-Padian,117.38
14461,2024,1311,Sumatera Barat,Solok Selatan,Pangan Hewani,41.74
14482,2024,1311,Sumatera Barat,Solok Selatan,Sayur dan Buah,84
14455,2024,1311,Sumatera Barat,Solok Selatan,Umbi-umbian,18.07
8691,2024,7312,Sulawesi Selatan,Soppeng,Buah/Biji Berminyak,1.24
8699,2024,7312,Sulawesi Selatan,Soppeng,Gula,6.91
8694,2024,7312,Sulawesi Selatan,Soppeng,Kacang-kacangan,6.14
8687,2024,7312,Sulawesi Selatan,Soppeng,Minyak dan Lemak,8.29
8671,2024,7312,Sulawesi Selatan,Soppeng,Padi-Padian,121.97
8681,2024,7312,Sulawesi Selatan,Soppeng,Pangan Hewani,51.19
8702,2024,7312,Sulawesi Selatan,Soppeng,Sayur dan Buah,81.49
8675,2024,7312,Sulawesi Selatan,Soppeng,Umbi-umbian,3.73
11037,2024,9201,Papua Barat Daya,Sorong  ,Buah/Biji Berminyak,0.67
11045,2024,9201,Papua Barat Daya,Sorong  ,Gula,7.27
11040,2024,9201,Papua Barat Daya,Sorong  ,Kacang-kacangan,5.91
11033,2024,9201,Papua Barat Daya,Sorong  ,Minyak dan Lemak,11.87
11017,2024,9201,Papua Barat Daya,Sorong  ,Padi-Padian,92.16
11027,2024,9201,Papua Barat Daya,Sorong  ,Pangan Hewani,48.26
11048,2024,9201,Papua Barat Daya,Sorong  ,Sayur dan Buah,85.32
11021,2024,9201,Papua Barat Daya,Sorong  ,Umbi-umbian,22.66
11003,2024,9204,Papua Barat Daya,Sorong Selatan,Buah/Biji Berminyak,0.36
11011,2024,9204,Papua Barat Daya,Sorong Selatan,Gula,6.07
11006,2024,9204,Papua Barat Daya,Sorong Selatan,Kacang-kacangan,1.73
10999,2024,9204,Papua Barat Daya,Sorong Selatan,Minyak dan Lemak,5.94
10983,2024,9204,Papua Barat Daya,Sorong Selatan,Padi-Padian,48.45
10993,2024,9204,Papua Barat Daya,Sorong Selatan,Pangan Hewani,51.31
11014,2024,9204,Papua Barat Daya,Sorong Selatan,Sayur dan Buah,84.72
10987,2024,9204,Papua Barat Daya,Sorong Selatan,Umbi-umbian,86.56
1585,2024,3314,Jawa Tengah,Sragen,Buah/Biji Berminyak,1.03
1593,2024,3314,Jawa Tengah,Sragen,Gula,8.98
1588,2024,3314,Jawa Tengah,Sragen,Kacang-kacangan,12.89
1581,2024,3314,Jawa Tengah,Sragen,Minyak dan Lemak,10.58
1565,2024,3314,Jawa Tengah,Sragen,Padi-Padian,104.54
1575,2024,3314,Jawa Tengah,Sragen,Pangan Hewani,40.43
1596,2024,3314,Jawa Tengah,Sragen,Sayur dan Buah,106.38
1569,2024,3314,Jawa Tengah,Sragen,Umbi-umbian,19.35
633,2024,3213,Jawa Barat,Subang,Buah/Biji Berminyak,0.21
641,2024,3213,Jawa Barat,Subang,Gula,4.06
636,2024,3213,Jawa Barat,Subang,Kacang-kacangan,12.25
629,2024,3213,Jawa Barat,Subang,Minyak dan Lemak,8.64
613,2024,3213,Jawa Barat,Subang,Padi-Padian,115.55
623,2024,3213,Jawa Barat,Subang,Pangan Hewani,41.35
644,2024,3213,Jawa Barat,Subang,Sayur dan Buah,92.21
617,2024,3213,Jawa Barat,Subang,Umbi-umbian,10.88
259,2024,3202,Jawa Barat,Sukabumi Ka,Buah/Biji Berminyak,0.27
267,2024,3202,Jawa Barat,Sukabumi Ka,Gula,3.11
262,2024,3202,Jawa Barat,Sukabumi Ka,Kacang-kacangan,11.2
255,2024,3202,Jawa Barat,Sukabumi Ka,Minyak dan Lemak,9.87
239,2024,3202,Jawa Barat,Sukabumi Ka,Padi-Padian,127.75
249,2024,3202,Jawa Barat,Sukabumi Ka,Pangan Hewani,40.29
270,2024,3202,Jawa Barat,Sukabumi Ka,Sayur dan Buah,95.43
243,2024,3202,Jawa Barat,Sukabumi Ka,Umbi-umbian,15.36
5019,2024,6208,Kalimantan Tengah,Sukamara,Buah/Biji Berminyak,0.34
5027,2024,6208,Kalimantan Tengah,Sukamara,Gula,7.28
5022,2024,6208,Kalimantan Tengah,Sukamara,Kacang-kacangan,7.27
5015,2024,6208,Kalimantan Tengah,Sukamara,Minyak dan Lemak,11.16
4999,2024,6208,Kalimantan Tengah,Sukamara,Padi-Padian,100.07
5009,2024,6208,Kalimantan Tengah,Sukamara,Pangan Hewani,61.77
5030,2024,6208,Kalimantan Tengah,Sukamara,Sayur dan Buah,99.15
5003,2024,6208,Kalimantan Tengah,Sukamara,Umbi-umbian,12.92
1483,2024,3311,Jawa Tengah,Sukoharjo,Buah/Biji Berminyak,0.65
1491,2024,3311,Jawa Tengah,Sukoharjo,Gula,8
1486,2024,3311,Jawa Tengah,Sukoharjo,Kacang-kacangan,11.7
1479,2024,3311,Jawa Tengah,Sukoharjo,Minyak dan Lemak,8.49
1463,2024,3311,Jawa Tengah,Sukoharjo,Padi-Padian,94.25
1473,2024,3311,Jawa Tengah,Sukoharjo,Pangan Hewani,32.61
1494,2024,3311,Jawa Tengah,Sukoharjo,Sayur dan Buah,87.34
1467,2024,3311,Jawa Tengah,Sukoharjo,Umbi-umbian,11.62
6617,2024,5312,Nusa Tenggara Timur,Sumba Barat,Buah/Biji Berminyak,2.56
6625,2024,5312,Nusa Tenggara Timur,Sumba Barat,Gula,6.84
6620,2024,5312,Nusa Tenggara Timur,Sumba Barat,Kacang-kacangan,3.58
6613,2024,5312,Nusa Tenggara Timur,Sumba Barat,Minyak dan Lemak,5.32
6597,2024,5312,Nusa Tenggara Timur,Sumba Barat,Padi-Padian,125.34
6607,2024,5312,Nusa Tenggara Timur,Sumba Barat,Pangan Hewani,28.55
6628,2024,5312,Nusa Tenggara Timur,Sumba Barat,Sayur dan Buah,64.38
6601,2024,5312,Nusa Tenggara Timur,Sumba Barat,Umbi-umbian,3.85
7161,2024,5318,Nusa Tenggara Timur,Sumba Barat Daya,Buah/Biji Berminyak,1.71
7169,2024,5318,Nusa Tenggara Timur,Sumba Barat Daya,Gula,6.1
7164,2024,5318,Nusa Tenggara Timur,Sumba Barat Daya,Kacang-kacangan,2.85
7157,2024,5318,Nusa Tenggara Timur,Sumba Barat Daya,Minyak dan Lemak,4.64
7141,2024,5318,Nusa Tenggara Timur,Sumba Barat Daya,Padi-Padian,135.96
7151,2024,5318,Nusa Tenggara Timur,Sumba Barat Daya,Pangan Hewani,24.59
7172,2024,5318,Nusa Tenggara Timur,Sumba Barat Daya,Sayur dan Buah,70.38
7145,2024,5318,Nusa Tenggara Timur,Sumba Barat Daya,Umbi-umbian,6.85
7127,2024,5317,Nusa Tenggara Timur,Sumba Tengah,Buah/Biji Berminyak,1.3
7135,2024,5317,Nusa Tenggara Timur,Sumba Tengah,Gula,7.37
7130,2024,5317,Nusa Tenggara Timur,Sumba Tengah,Kacang-kacangan,2.1
7123,2024,5317,Nusa Tenggara Timur,Sumba Tengah,Minyak dan Lemak,4.67
7107,2024,5317,Nusa Tenggara Timur,Sumba Tengah,Padi-Padian,142.21
7117,2024,5317,Nusa Tenggara Timur,Sumba Tengah,Pangan Hewani,34.3
7138,2024,5317,Nusa Tenggara Timur,Sumba Tengah,Sayur dan Buah,63.95
7111,2024,5317,Nusa Tenggara Timur,Sumba Tengah,Umbi-umbian,2.26
6651,2024,5311,Nusa Tenggara Timur,Sumba Timur,Buah/Biji Berminyak,0.54
6659,2024,5311,Nusa Tenggara Timur,Sumba Timur,Gula,7.88
6654,2024,5311,Nusa Tenggara Timur,Sumba Timur,Kacang-kacangan,2.58
6647,2024,5311,Nusa Tenggara Timur,Sumba Timur,Minyak dan Lemak,6.06
6631,2024,5311,Nusa Tenggara Timur,Sumba Timur,Padi-Padian,150.73
6641,2024,5311,Nusa Tenggara Timur,Sumba Timur,Pangan Hewani,33.38
6662,2024,5311,Nusa Tenggara Timur,Sumba Timur,Sayur dan Buah,69.63
6635,2024,5311,Nusa Tenggara Timur,Sumba Timur,Umbi-umbian,7.58
6379,2024,5204,Nusa Tenggara Barat,Sumbawa,Buah/Biji Berminyak,0.83
6387,2024,5204,Nusa Tenggara Barat,Sumbawa,Gula,4.25
6382,2024,5204,Nusa Tenggara Barat,Sumbawa,Kacang-kacangan,6.05
6375,2024,5204,Nusa Tenggara Barat,Sumbawa,Minyak dan Lemak,8.2
6359,2024,5204,Nusa Tenggara Barat,Sumbawa,Padi-Padian,129.8
6369,2024,5204,Nusa Tenggara Barat,Sumbawa,Pangan Hewani,53.72
6390,2024,5204,Nusa Tenggara Barat,Sumbawa,Sayur dan Buah,78.12
6363,2024,5204,Nusa Tenggara Barat,Sumbawa,Umbi-umbian,6.77
6481,2024,5207,Nusa Tenggara Barat,Sumbawa Barat,Buah/Biji Berminyak,0.78
6489,2024,5207,Nusa Tenggara Barat,Sumbawa Barat,Gula,3.61
6484,2024,5207,Nusa Tenggara Barat,Sumbawa Barat,Kacang-kacangan,6.13
6477,2024,5207,Nusa Tenggara Barat,Sumbawa Barat,Minyak dan Lemak,7.76
6461,2024,5207,Nusa Tenggara Barat,Sumbawa Barat,Padi-Padian,150.94
6471,2024,5207,Nusa Tenggara Barat,Sumbawa Barat,Pangan Hewani,63.64
6492,2024,5207,Nusa Tenggara Barat,Sumbawa Barat,Sayur dan Buah,89.19
6465,2024,5207,Nusa Tenggara Barat,Sumbawa Barat,Umbi-umbian,8.38
565,2024,3211,Jawa Barat,Sumedang,Buah/Biji Berminyak,0.25
573,2024,3211,Jawa Barat,Sumedang,Gula,4.27
568,2024,3211,Jawa Barat,Sumedang,Kacang-kacangan,12.76
561,2024,3211,Jawa Barat,Sumedang,Minyak dan Lemak,10.35
545,2024,3211,Jawa Barat,Sumedang,Padi-Padian,118.92
555,2024,3211,Jawa Barat,Sumedang,Pangan Hewani,36.48
576,2024,3211,Jawa Barat,Sumedang,Sayur dan Buah,84.55
549,2024,3211,Jawa Barat,Sumedang,Umbi-umbian,14.65
3455,2024,3529,Jawa Timur,Sumenep,Buah/Biji Berminyak,1.82
3463,2024,3529,Jawa Timur,Sumenep,Gula,8.19
3458,2024,3529,Jawa Timur,Sumenep,Kacang-kacangan,14.2
3451,2024,3529,Jawa Timur,Sumenep,Minyak dan Lemak,11.57
3435,2024,3529,Jawa Timur,Sumenep,Padi-Padian,132.19
3445,2024,3529,Jawa Timur,Sumenep,Pangan Hewani,58.84
3466,2024,3529,Jawa Timur,Sumenep,Sayur dan Buah,86.37
3439,2024,3529,Jawa Timur,Sumenep,Umbi-umbian,21.61
11887,2024,9119,Papua,Supiori,Buah/Biji Berminyak,0.45
11895,2024,9119,Papua,Supiori,Gula,8.14
11890,2024,9119,Papua,Supiori,Kacang-kacangan,3.72
11883,2024,9119,Papua,Supiori,Minyak dan Lemak,11.4
11867,2024,9119,Papua,Supiori,Padi-Padian,88.41
11877,2024,9119,Papua,Supiori,Pangan Hewani,79.84
11898,2024,9119,Papua,Supiori,Sayur dan Buah,70.58
11871,2024,9119,Papua,Supiori,Umbi-umbian,29.26
2163,2024,3372,Jawa Tengah,Surakarta,Buah/Biji Berminyak,0.46
2171,2024,3372,Jawa Tengah,Surakarta,Gula,6.47
2166,2024,3372,Jawa Tengah,Surakarta,Kacang-kacangan,10.71
2159,2024,3372,Jawa Tengah,Surakarta,Minyak dan Lemak,9.08
2143,2024,3372,Jawa Tengah,Surakarta,Padi-Padian,91.9
2153,2024,3372,Jawa Tengah,Surakarta,Pangan Hewani,38.44
2174,2024,3372,Jawa Tengah,Surakarta,Sayur dan Buah,88.46
2147,2024,3372,Jawa Tengah,Surakarta,Umbi-umbian,10.05
5597,2024,6309,Kalimantan Selatan,Tabalong,Buah/Biji Berminyak,0.38
5605,2024,6309,Kalimantan Selatan,Tabalong,Gula,8.58
5600,2024,6309,Kalimantan Selatan,Tabalong,Kacang-kacangan,8.08
5593,2024,6309,Kalimantan Selatan,Tabalong,Minyak dan Lemak,11.16
5577,2024,6309,Kalimantan Selatan,Tabalong,Padi-Padian,105.14
5587,2024,6309,Kalimantan Selatan,Tabalong,Pangan Hewani,57.97
5608,2024,6309,Kalimantan Selatan,Tabalong,Sayur dan Buah,134.25
5581,2024,6309,Kalimantan Selatan,Tabalong,Umbi-umbian,10.88
4101,2024,5102,Bali,Tabanan,Buah/Biji Berminyak,0.52
4109,2024,5102,Bali,Tabanan,Gula,5.32
4104,2024,5102,Bali,Tabanan,Kacang-kacangan,7.53
4097,2024,5102,Bali,Tabanan,Minyak dan Lemak,9.54
4081,2024,5102,Bali,Tabanan,Padi-Padian,122.45
4091,2024,5102,Bali,Tabanan,Pangan Hewani,44.76
4112,2024,5102,Bali,Tabanan,Sayur dan Buah,105.08
4085,2024,5102,Bali,Tabanan,Umbi-umbian,10.45
8453,2024,7305,Sulawesi Selatan,Takalar,Buah/Biji Berminyak,0.74
8461,2024,7305,Sulawesi Selatan,Takalar,Gula,8.85
8456,2024,7305,Sulawesi Selatan,Takalar,Kacang-kacangan,6.62
8449,2024,7305,Sulawesi Selatan,Takalar,Minyak dan Lemak,7.91
8433,2024,7305,Sulawesi Selatan,Takalar,Padi-Padian,130.05
8443,2024,7305,Sulawesi Selatan,Takalar,Pangan Hewani,59.68
8464,2024,7305,Sulawesi Selatan,Takalar,Sayur dan Buah,93.38
8437,2024,7305,Sulawesi Selatan,Takalar,Umbi-umbian,11.55
11105,2024,9209,Papua Barat Daya,Tambrauw,Buah/Biji Berminyak,0.44
11113,2024,9209,Papua Barat Daya,Tambrauw,Gula,6.18
11108,2024,9209,Papua Barat Daya,Tambrauw,Kacang-kacangan,2.7
11101,2024,9209,Papua Barat Daya,Tambrauw,Minyak dan Lemak,10.64
11085,2024,9209,Papua Barat Daya,Tambrauw,Padi-Padian,78.44
11095,2024,9209,Papua Barat Daya,Tambrauw,Pangan Hewani,35.03
11116,2024,9209,Papua Barat Daya,Tambrauw,Sayur dan Buah,85.64
11089,2024,9209,Papua Barat Daya,Tambrauw,Umbi-umbian,31.32
6175,2024,6504,Kalimantan Utara,Tana Tidung,Buah/Biji Berminyak,0.25
6183,2024,6504,Kalimantan Utara,Tana Tidung,Gula,6.93
6178,2024,6504,Kalimantan Utara,Tana Tidung,Kacang-kacangan,6.69
6171,2024,6504,Kalimantan Utara,Tana Tidung,Minyak dan Lemak,9.07
6155,2024,6504,Kalimantan Utara,Tana Tidung,Padi-Padian,89.9
6165,2024,6504,Kalimantan Utara,Tana Tidung,Pangan Hewani,62.47
6186,2024,6504,Kalimantan Utara,Tana Tidung,Sayur dan Buah,70.57
6159,2024,6504,Kalimantan Utara,Tana Tidung,Umbi-umbian,15.01
8895,2024,7318,Sulawesi Selatan,Tana Toraja,Buah/Biji Berminyak,0.15
8903,2024,7318,Sulawesi Selatan,Tana Toraja,Gula,6.22
8898,2024,7318,Sulawesi Selatan,Tana Toraja,Kacang-kacangan,5.15
8891,2024,7318,Sulawesi Selatan,Tana Toraja,Minyak dan Lemak,5.39
8875,2024,7318,Sulawesi Selatan,Tana Toraja,Padi-Padian,133.52
8885,2024,7318,Sulawesi Selatan,Tana Toraja,Pangan Hewani,35.53
8906,2024,7318,Sulawesi Selatan,Tana Toraja,Sayur dan Buah,86.3
8879,2024,7318,Sulawesi Selatan,Tana Toraja,Umbi-umbian,8.26
5631,2024,6310,Kalimantan Selatan,Tanah Bumbu,Buah/Biji Berminyak,0.54
5639,2024,6310,Kalimantan Selatan,Tanah Bumbu,Gula,8.69
5634,2024,6310,Kalimantan Selatan,Tanah Bumbu,Kacang-kacangan,10.32
5627,2024,6310,Kalimantan Selatan,Tanah Bumbu,Minyak dan Lemak,9.99
5611,2024,6310,Kalimantan Selatan,Tanah Bumbu,Padi-Padian,95.49
5621,2024,6310,Kalimantan Selatan,Tanah Bumbu,Pangan Hewani,65.84
5642,2024,6310,Kalimantan Selatan,Tanah Bumbu,Sayur dan Buah,101.89
5615,2024,6310,Kalimantan Selatan,Tanah Bumbu,Umbi-umbian,10.86
14301,2024,1304,Sumatera Barat,Tanah Datar,Buah/Biji Berminyak,2.85
14309,2024,1304,Sumatera Barat,Tanah Datar,Gula,4.76
14304,2024,1304,Sumatera Barat,Tanah Datar,Kacang-kacangan,6.23
14297,2024,1304,Sumatera Barat,Tanah Datar,Minyak dan Lemak,11.58
14281,2024,1304,Sumatera Barat,Tanah Datar,Padi-Padian,111.09
14291,2024,1304,Sumatera Barat,Tanah Datar,Pangan Hewani,41.84
14312,2024,1304,Sumatera Barat,Tanah Datar,Sayur dan Buah,71.91
14285,2024,1304,Sumatera Barat,Tanah Datar,Umbi-umbian,11.36
5325,2024,6301,Kalimantan Selatan,Tanah Laut,Buah/Biji Berminyak,0.73
5333,2024,6301,Kalimantan Selatan,Tanah Laut,Gula,10.44
5328,2024,6301,Kalimantan Selatan,Tanah Laut,Kacang-kacangan,7.16
5321,2024,6301,Kalimantan Selatan,Tanah Laut,Minyak dan Lemak,11.15
5305,2024,6301,Kalimantan Selatan,Tanah Laut,Padi-Padian,104.97
5315,2024,6301,Kalimantan Selatan,Tanah Laut,Pangan Hewani,58.51
5336,2024,6301,Kalimantan Selatan,Tanah Laut,Sayur dan Buah,84.79
5309,2024,6301,Kalimantan Selatan,Tanah Laut,Umbi-umbian,12.05
3863,2024,3603,Banten,Tangerang Ka,Buah/Biji Berminyak,0.58
3871,2024,3603,Banten,Tangerang Ka,Gula,3.84
3866,2024,3603,Banten,Tangerang Ka,Kacang-kacangan,15.23
3859,2024,3603,Banten,Tangerang Ka,Minyak dan Lemak,12
3843,2024,3603,Banten,Tangerang Ka,Padi-Padian,119.93
3853,2024,3603,Banten,Tangerang Ka,Pangan Hewani,48.86
3874,2024,3603,Banten,Tangerang Ka,Sayur dan Buah,83.54
3847,2024,3603,Banten,Tangerang Ka,Umbi-umbian,14.33
16545,2024,1806,Lampung,Tanggamus,Buah/Biji Berminyak,1.58
16553,2024,1806,Lampung,Tanggamus,Gula,6.41
16548,2024,1806,Lampung,Tanggamus,Kacang-kacangan,10.45
16541,2024,1806,Lampung,Tanggamus,Minyak dan Lemak,10.78
16525,2024,1806,Lampung,Tanggamus,Padi-Padian,108.12
16535,2024,1806,Lampung,Tanggamus,Pangan Hewani,39.37
16556,2024,1806,Lampung,Tanggamus,Sayur dan Buah,114.58
16529,2024,1806,Lampung,Tanggamus,Umbi-umbian,17.85
15423,2024,1506,Jambi,Tanjung Jabung Barat,Buah/Biji Berminyak,1.03
15431,2024,1506,Jambi,Tanjung Jabung Barat,Gula,8.91
15426,2024,1506,Jambi,Tanjung Jabung Barat,Kacang-kacangan,7.3
15419,2024,1506,Jambi,Tanjung Jabung Barat,Minyak dan Lemak,11.75
15403,2024,1506,Jambi,Tanjung Jabung Barat,Padi-Padian,100.53
15413,2024,1506,Jambi,Tanjung Jabung Barat,Pangan Hewani,50.97
15434,2024,1506,Jambi,Tanjung Jabung Barat,Sayur dan Buah,85.38
15407,2024,1506,Jambi,Tanjung Jabung Barat,Umbi-umbian,18.68
15389,2024,1507,Jambi,Tanjung Jabung Timur,Buah/Biji Berminyak,1.24
15397,2024,1507,Jambi,Tanjung Jabung Timur,Gula,9.21
15392,2024,1507,Jambi,Tanjung Jabung Timur,Kacang-kacangan,7.14
15385,2024,1507,Jambi,Tanjung Jabung Timur,Minyak dan Lemak,12.8
15369,2024,1507,Jambi,Tanjung Jabung Timur,Padi-Padian,108.53
15379,2024,1507,Jambi,Tanjung Jabung Timur,Pangan Hewani,57.2
15400,2024,1507,Jambi,Tanjung Jabung Timur,Sayur dan Buah,90.98
15373,2024,1507,Jambi,Tanjung Jabung Timur,Umbi-umbian,17.48
13111,2024,1203,Sumatera Utara,Tapanuli Selatan,Buah/Biji Berminyak,4.69
13119,2024,1203,Sumatera Utara,Tapanuli Selatan,Gula,4.26
13114,2024,1203,Sumatera Utara,Tapanuli Selatan,Kacang-kacangan,7.35
13107,2024,1203,Sumatera Utara,Tapanuli Selatan,Minyak dan Lemak,10.44
13091,2024,1203,Sumatera Utara,Tapanuli Selatan,Padi-Padian,123.58
13101,2024,1203,Sumatera Utara,Tapanuli Selatan,Pangan Hewani,36.35
13122,2024,1203,Sumatera Utara,Tapanuli Selatan,Sayur dan Buah,76.73
13095,2024,1203,Sumatera Utara,Tapanuli Selatan,Umbi-umbian,13.82
13145,2024,1201,Sumatera Utara,Tapanuli Tengah,Buah/Biji Berminyak,4.13
13153,2024,1201,Sumatera Utara,Tapanuli Tengah,Gula,4.54
13148,2024,1201,Sumatera Utara,Tapanuli Tengah,Kacang-kacangan,4.62
13141,2024,1201,Sumatera Utara,Tapanuli Tengah,Minyak dan Lemak,9.06
13125,2024,1201,Sumatera Utara,Tapanuli Tengah,Padi-Padian,117.19
13135,2024,1201,Sumatera Utara,Tapanuli Tengah,Pangan Hewani,48.54
13156,2024,1201,Sumatera Utara,Tapanuli Tengah,Sayur dan Buah,66.19
13129,2024,1201,Sumatera Utara,Tapanuli Tengah,Umbi-umbian,11.44
13179,2024,1202,Sumatera Utara,Tapanuli Utara,Buah/Biji Berminyak,1.92
13187,2024,1202,Sumatera Utara,Tapanuli Utara,Gula,10.82
13182,2024,1202,Sumatera Utara,Tapanuli Utara,Kacang-kacangan,5.74
13175,2024,1202,Sumatera Utara,Tapanuli Utara,Minyak dan Lemak,11.07
13159,2024,1202,Sumatera Utara,Tapanuli Utara,Padi-Padian,120.03
13169,2024,1202,Sumatera Utara,Tapanuli Utara,Pangan Hewani,52.46
13190,2024,1202,Sumatera Utara,Tapanuli Utara,Sayur dan Buah,84.36
13163,2024,1202,Sumatera Utara,Tapanuli Utara,Umbi-umbian,10.35
5461,2024,6305,Kalimantan Selatan,Tapin,Buah/Biji Berminyak,0.37
5469,2024,6305,Kalimantan Selatan,Tapin,Gula,11.38
5464,2024,6305,Kalimantan Selatan,Tapin,Kacang-kacangan,8.33
5457,2024,6305,Kalimantan Selatan,Tapin,Minyak dan Lemak,11.23
5441,2024,6305,Kalimantan Selatan,Tapin,Padi-Padian,110.67
5451,2024,6305,Kalimantan Selatan,Tapin,Pangan Hewani,64.65
5472,2024,6305,Kalimantan Selatan,Tapin,Sayur dan Buah,90.56
5445,2024,6305,Kalimantan Selatan,Tapin,Umbi-umbian,10.63
395,2024,3206,Jawa Barat,Tasikmalaya Ka,Buah/Biji Berminyak,0.4
403,2024,3206,Jawa Barat,Tasikmalaya Ka,Gula,2.93
398,2024,3206,Jawa Barat,Tasikmalaya Ka,Kacang-kacangan,9.51
391,2024,3206,Jawa Barat,Tasikmalaya Ka,Minyak dan Lemak,9.09
375,2024,3206,Jawa Barat,Tasikmalaya Ka,Padi-Padian,113.21
385,2024,3206,Jawa Barat,Tasikmalaya Ka,Pangan Hewani,35.97
406,2024,3206,Jawa Barat,Tasikmalaya Ka,Sayur dan Buah,84.03
379,2024,3206,Jawa Barat,Tasikmalaya Ka,Umbi-umbian,14.96
15457,2024,1509,Jambi,Tebo,Buah/Biji Berminyak,1.73
15465,2024,1509,Jambi,Tebo,Gula,9.41
15460,2024,1509,Jambi,Tebo,Kacang-kacangan,6.49
15453,2024,1509,Jambi,Tebo,Minyak dan Lemak,12.32
15437,2024,1509,Jambi,Tebo,Padi-Padian,106.09
15447,2024,1509,Jambi,Tebo,Pangan Hewani,41.56
15468,2024,1509,Jambi,Tebo,Sayur dan Buah,104.87
15441,2024,1509,Jambi,Tebo,Umbi-umbian,19.29
2061,2024,3328,Jawa Tengah,Tegal Ka,Buah/Biji Berminyak,0.81
2069,2024,3328,Jawa Tengah,Tegal Ka,Gula,5.92
2064,2024,3328,Jawa Tengah,Tegal Ka,Kacang-kacangan,12.42
2057,2024,3328,Jawa Tengah,Tegal Ka,Minyak dan Lemak,8.23
2041,2024,3328,Jawa Tengah,Tegal Ka,Padi-Padian,116.48
2051,2024,3328,Jawa Tengah,Tegal Ka,Pangan Hewani,26.21
2072,2024,3328,Jawa Tengah,Tegal Ka,Sayur dan Buah,72.81
2045,2024,3328,Jawa Tengah,Tegal Ka,Umbi-umbian,7.14
10935,2024,9206,Papua Barat,Teluk Bintuni,Buah/Biji Berminyak,0.33
10943,2024,9206,Papua Barat,Teluk Bintuni,Gula,7.79
10938,2024,9206,Papua Barat,Teluk Bintuni,Kacang-kacangan,4.51
10931,2024,9206,Papua Barat,Teluk Bintuni,Minyak dan Lemak,10.44
10915,2024,9206,Papua Barat,Teluk Bintuni,Padi-Padian,81.27
10925,2024,9206,Papua Barat,Teluk Bintuni,Pangan Hewani,57.2
10946,2024,9206,Papua Barat,Teluk Bintuni,Sayur dan Buah,63.11
10919,2024,9206,Papua Barat,Teluk Bintuni,Umbi-umbian,23.36
10901,2024,9207,Papua Barat,Teluk Wondama,Buah/Biji Berminyak,0.37
10909,2024,9207,Papua Barat,Teluk Wondama,Gula,7.85
10904,2024,9207,Papua Barat,Teluk Wondama,Kacang-kacangan,2.31
10897,2024,9207,Papua Barat,Teluk Wondama,Minyak dan Lemak,9.64
10881,2024,9207,Papua Barat,Teluk Wondama,Padi-Padian,71.81
10891,2024,9207,Papua Barat,Teluk Wondama,Pangan Hewani,48.63
10912,2024,9207,Papua Barat,Teluk Wondama,Sayur dan Buah,81.09
10885,2024,9207,Papua Barat,Teluk Wondama,Umbi-umbian,49.94
1891,2024,3323,Jawa Tengah,Temanggung,Buah/Biji Berminyak,1.73
1899,2024,3323,Jawa Tengah,Temanggung,Gula,12.15
1894,2024,3323,Jawa Tengah,Temanggung,Kacang-kacangan,9.44
1887,2024,3323,Jawa Tengah,Temanggung,Minyak dan Lemak,11.14
1871,2024,3323,Jawa Tengah,Temanggung,Padi-Padian,95.4
1881,2024,3323,Jawa Tengah,Temanggung,Pangan Hewani,31.67
1902,2024,3323,Jawa Tengah,Temanggung,Sayur dan Buah,87.18
1875,2024,3323,Jawa Tengah,Temanggung,Umbi-umbian,14.34
6719,2024,5302,Nusa Tenggara Timur,Timor Tengah Selatan,Buah/Biji Berminyak,0.53
6727,2024,5302,Nusa Tenggara Timur,Timor Tengah Selatan,Gula,6.22
6722,2024,5302,Nusa Tenggara Timur,Timor Tengah Selatan,Kacang-kacangan,4.9
6715,2024,5302,Nusa Tenggara Timur,Timor Tengah Selatan,Minyak dan Lemak,6.54
6699,2024,5302,Nusa Tenggara Timur,Timor Tengah Selatan,Padi-Padian,132.3
6709,2024,5302,Nusa Tenggara Timur,Timor Tengah Selatan,Pangan Hewani,20.28
6730,2024,5302,Nusa Tenggara Timur,Timor Tengah Selatan,Sayur dan Buah,90.3
6703,2024,5302,Nusa Tenggara Timur,Timor Tengah Selatan,Umbi-umbian,9.43
